id,comment_text,toxic
1364,"
靠靠靠 泥4要飛去哪裡

還好後來就變成洗衣機脫水的聲音惹

嗯~噪音這麼大肯定是有除濕的功能



夏天要到了，不要壞掉好嗎QQ

",0
1365,"
吃了每天都很不舒服

媽的

























我這個人很簡單

首推 500P

第二推 500P

阿喜推 1000P

以上

",0
1366,"
真的麻煩了

怎麼處理？

雞掰

幹

好想死

",0
1367,"
會讓慾望高漲嗎

你這個大變態

",0
1368,"最近幾天
我的王道銀行存款優惠快要到期了
原本2.5%變成0.3
利率縮水了不少

幹
現在物價通膨指數假設3%好了
錢存銀行越存越少

還不如拿去做網拍
做小生意
每次賺11%

",0
1369,"到處都有亂坐的阿桑
連行進中也很跩的走路

一個踉蹌

差點撲到我身上
夭壽
差點命喪桑身！

",0
1370,"發現狗狗的ig
還留一張前曖昧對象幫他拍的照片
因為有標注


然後他知道我知道後
把標註刪掉
為什麼不整個刪
好煩喔


留著幹嘛？
跟之前一樣
背前曖昧對象送的包包
跟我去約會

男生都覺得那只是個包包ㄟ
但重點是誰送的ㄅ


==嘔嘔嘔嘔

",0
1371,": 因為溫度高
: 會讓慾望高漲嗎
: 你這個大變態

本魯提供大家參考
上個月本魯蛋疼
心想沒撞到
怎麼會痛?
所以跑去看醫生

被醫生捏了輸精管後
說應該沒問題

然後
開了普拿疼之類的止痛藥
說
痛的時候吃一下

就這樣我就回家了

但過了幾天
還是會癮癮做痛

查了一下網路
發現某醫生有提到一個觀點

就是
會蛋疼的其中因素是禁慾過久

想想也是
大概有一兩個禮拜沒有大清倉了

於是連續清槍兩天
第一天，好像大洩洪，噴了很多

恩……蛋疼好像消失了

以上大概就這樣

只是也不能每天清槍
因為攝護腺會肥大

老了，尿尿會很不方便


",0
1372,"
肏

裝貨櫃的也是白癡

拎北數量就都寫在那邊一清二楚

為什麼拖進你倉庫的時候你重新打箱就算了

數量還亂寫

跟拎杯說你看不懂上面寫什麼

殺小看不懂不會來問？

肏

現在好了

食藥署來抽檢

拆開數量跟報關數量那邊不一樣

死了

現在還跟拎杯說要罰錢

海關不給改

你他媽的

為那兩件貨已經放在那邊兩個月

現在是在搞我？

幹

垃圾東西

",1
1373,"


有點蝦


昨天晚上清冰箱
有什麼就都丟下水去煮
包含鮮香菇一整顆



結果剛剛嗯嗯的時候
我看到一個完整的香菇欸



哈哈哈哈哈



別說他完整出來啦
我昨天怎麼會整顆吞


見鬼了



",0
1374,"
媽的

真的是一群智障
還好台灣沒開放
什麼不在籍投票


媽的如果開放了
就被你們低能兒
搞得天翻地覆了


搬出去其他國家
拜託不要回來了
真他媽有夠丟臉




",1
1375,"
看到在基隆當警察ㄉ朋友去吃冰
我也好想吃哦哦哦哦哦哦哦

想要ㄘ芒果冰哇啊啊啊

幹圖畫不出來我哭

",0
1376,"
有個人在我家門口我剛好出來
看到我突然說

shine boy 是啥洨幹

只是頭髮還在短而已不是男的吼

如果是男的就屌打一堆窮魯自己尻了
不過當女的也不錯啦收入還是屌打


哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈


°^°^°^°^°^°^°^°^°^°^°^°^°^°^°^°^°^°^


本文禁止 下列ID以回文、引用、推文、噓文、箭頭或任何形式回覆：iLeyaSin365


°^°^°^°^°^°^°^°^°^°^°^°^°^°^°^°^°^°^



",0
1377,"有點暈
連續兩天五點就醒來了
好累= =
明天又要休假
兩天後就要轉夜班了
希望不要代謝又有問題胖回來
幹幹

",0
1378,"
我是一個預言家

首先二樓是我的查殺

在入夜之前

二樓就有卦象 我就覺得不太好

衝著他驗 果然是查殺

警徽流呢 我看看

只有1號 跟 12號 在警下

就 1 號吧

警徽流 先 1 後 8




幹你老師好想玩狼人殺

",0
1379,"
皮膚就開始過敏

我現在手快要爛掉了

不過腳反而到現在還沒什麼事

",0
1380,"
可是

妳每次都穿細肩帶,好像酒店在穿的衣服

男生哪受得了

",0
1381,"每次用ptt

手機螢幕一片黑

就會看到我的眉毛

幹

今天好像畫的有待加強


全臉除了眼妝就是眉毛最難了


我的論文

夭壽難打啊幹



崩潰中

看著後面兩個室友也崩潰

我突然沒那麼崩潰了

好賤哦


幹


",0
1382,"看劇
就想結婚
還好
劇關掉我就正常ㄌ
嘻嘻

好想睡覺喔幹==
可是等等要家教QQ

",0
1383,"

老闆晚上請吃麥當勞

剛剛在學校時先賴同事點餐

看到同學在喝可樂也想喝 所以點了可樂

學校電腦教室又很熱 還點了冰炫風

結果到公司 公司有夠冷幹

好想喝玉米濃湯

Q_Q





",0
1384,"
雞掰

幹

事情真的很多

活著真的很累

再這樣下去

我想要去看精神科了

",0
1385,"
肏

精神上的折磨

26年

除去嬰兒

小時候

我已經快受不了

國中也不是沒自殺的想法

高中也不是沒自殺的想法

只是我沒勇氣去做

梁靜茹沒給我

我的想法悲觀

人生關關難過

但關關過

如今我已經走向死胡同

我想找一個出口或是窗口

",0
1386,"
比我昨天遇到發問卷的女生還辣

如果跟這種女生一起出門

真的有男生受得了???

https://i.imgur.com/p5tGGFB.jpg

※ 引述《YenFuOne (焉芙丸)》之銘言：
: https://youtu.be/OJEezQlNQGI
: 為何有這摸辣的辣妹
: 左邊的
: 沒去的男生
: 搥心肝


",0
1387,"
裝得好像自己真的很懂一樣

還在那邊強調說自己有多少經驗

結果現在的資訊和科技那麼發達

找個人上網Google一下就打臉你了

真的不懂的東西就麻煩你說你不懂

我們寧願去多花一點時間求證

也不需要你出來當英雄自以為是

結果卻是給了我們一個錯誤的訊息

因為這個樣子反而會花更多時間在更正

拜託你真的很懂才說你懂就可以了

實在是不需要在那邊自以為很厲害當救世主

幹！差點害我要出包勒～可以再沒良心一點啊！


",0
1388,"不懂
我可以理解表面和諧
可是阿
私下和樂融融
我就不能理解了==

明明跟我抱怨的要死
阿結果一起約出去玩
真行欸
噁心嘔嘔嘔嘔嘔嘔

",0
1389,"是不是被當成變態

總共兩次被同一個人

打開廁所門發現我沒鎖門在上廁所


我真的尿急忘記鎖門不是變態拉

幹咧

",0
1390,"
跟你講啦不要只截取片段出來!

要就從頭到尾好好講

不然只會看到黃潔翻白眼

我承認我手段不對啦！但那時兩三年前我就有講了

那些說被我怎樣的人:

從姓駒的姓哭的姓金的還有包括閃尿男孩你!

哪個不是先來罵人攻擊的?!

整間是最不對最不對的地方我告訴你啦

幹就是我他媽的惹到女人啦！

不給女人面子啦！

說我騷擾  靠杯那昨天那金剛經的不是也是嗎！

就我一個人有事？

如果我真的很愛騷擾

誰、來，洨圈圈裡這幾年誰被我寄信跟約跑黃色有關的??

根本連寄信都沒有。

  但#特別註明#只有一次給愛戴錫的，那次心情不好，她說嚇到了也沒再一直寄。約炮
!    只有這次


說我求偶焦慮:

我煩惱的事都是跟我女友的關係

只有""跟她的關係"".. 幹你瑪的
你跟你男友 關係不好或是有問題
你會很開心嗎?!

求偶焦慮至少是跟很多女生吧！

我也沒到處一直亂槍打鳥

當然姓連的一直拿毆兔的信來講

有!

我去年8/23跟女友交往  之後，在後面在毆兔的徵友信都是可非難的

沒錯，講我這個也可以，但我也沒隱瞞我有女友啊....

這樣會成功嗎？不會吧！我幹嘛故意聲明有女友的事情

如果 真的要瞞著女友偷吃 我幹嘛這樣 扯自己後腿 那麼高調

我爽我就覺得好玩我做實驗不行喔

而且我也說過了 我沒體驗過劈腿的滋味

我就是好奇  羨慕別人曾經這樣

幹

但我有女友   ！我也沒焦慮！

而且有些人很奇怪 沒跟女友做愛就好像這層關係不存在

你這是什麼邏輯?

我覺得是侮辱人啦
 ...有性才是真的愛情 嗎？

那不然以前那種婚後

才能有性行為的怎麼辦


啊我跟姓金的過不去的點(侵門踏戶)的理由很簡單

她長久否定傳言跟抹煞我女友存在的事實

我就不懂為什麼一個人要沒天沒夜的自己跟自己傳 LINE紀錄，然後編很多兩人相處的問
題來

照她的看法就是我為了吸引眾人注意跟關心

我靠!啊你咧那難道你在那邊講你跟家人相處問題心情不好 煮東西很熱 不想洗澡 誰誰
要從國外回來見面尷尬  一堆問題

難道我可以不直接指明只要影射
我就可以一直不究明就否定+嘲諷嗎!？

告訴你我做不到啦!

就是正面跟你講道理

你  哪 裡  不  對 、 為  什  麼  不   對

講輸我承認、講錯我承認、 有錯我也承認!

我不會像你在那邊 躲起來不認帳啦!



我女友東部人， 我西部人  歡歌認識的

隔著中央山脈  見面很不容易

下次端午連假三天 她說要來住

好

我沒有 ""證明自己有女友""的經驗 (誰有這種及八經驗?)， 我不知道該怎麼做

才能讓人相信

但我知道一直在講我沒女友的人不少

沒關係我不跟你們計較..但...就是.....

她!    姓j的 她起的頭
至少我希望她到時可以表示
她在關於這事方面有了某種錯誤的看法



",0
1391,"早餐 x
午餐 自助餐90
晚餐 便當 60
飲料 媽媽給ㄉ綠茶 0
總共 150

幹點就是
我真的想不懂ㄟ 為啥要當這樣ㄉ朋友ㄋ？？？？超假ㄉ嘔嘔嘔嘔嘔嘔

",0
1392,"真的是幹你娘冷爆

有必要嗎？？


等車長驗票想講
結果過了兩個半小時了
都沒人來驗票



幹你娘快冷死==起雞皮疙瘩那種

",0
1393,"那也就算了
馬的 開車的也躲樹蔭是怎樣
突然停下來害我差點撞上去！！

有冷氣吹 還要躲
那乾脆別出門好了


https://i.imgur.com/KFhKIBv.jpg

",0
1394,"發文發到忘記去買   這兩個月有特惠活動每逢禮拜一咖啡特價
我想說 一天跑兩次咖啡太麻煩了
帶大玻璃瓶去買三杯好了
怕會爆炸


",0
1395,"幹  因為麻麻說要1個環保杯

然後聽說那個什麼搭波源的不錯

所以就找了下

發現  幹  已經集資玩了~""~

現在集資750  之後賣1300

幹  1300 誰買阿

然後看到社團裡面有人說飲料店有聯名款

899送3杯飲料

結果一堆人跑去買  然後依樣賣899不含飲料 =.=

太扯了吧

還有那種說可以代買  不過太遠所以要多100

然後步說哪裡有=.=

幹  這種錢也要賺  太誇張了吧

你說扣飲料3杯  還說得過去

你他媽的太遠這種妳敢講

不過還是有人跟他買就是了  根本1堆潘阿...

之後應該會有更多聯名款

1300真的沒人會買辣  我才不信會做一堆沒人用的說環保.....























阿  我剛好看到1個賣原價的  利碼買了  爽~

",0
1396,"窗戶開著
沒事飄進一股刺鼻味
沒空氣清淨機錯了嗎？
沒開冷氣錯了嗎？
比較晚一點出門
原來是鄰居在燒金紙
台灣空氣夠糟了
時不時境外污染來一下
燒金紙 養雞養豬養牛的糞臭飄來飄去
還有八嘎囧的繞境 鞭炮崩崩崩
還有一堆反核仔，不要核能
火力一直燒，阿哪來綠能啊？？？
等我當行政院長
下令全台禁止焚燒金紙，違者沒收家產
重啟啟核四，關掉火力發電廠
大家說好不好？齁喔

",0
1397,"難得今天請假一天，想要看個書，
圖書館借了桑德斯著的正義，一場思辯之旅，
沒想到中午幫我媽買了漂白水之後，
頭就開始痛了。
痛痛痛痛痛，跟緊箍咒一樣

馬的，有沒有這麼扯
去睡了一下午，書還沒翻開.......

為什麼難得的休假我要對抗頭痛，幹
",0
1398,"一直講話
媽的幹 口怎麼那麼乾啊
幹你娘勒 早就知道要帶水去了
幹你娘 喉嚨好難受
幹你娘勒 操

",1
1399,"到底是誰是非不分啦
幹 他媽的 搞三小
幹 根本是為了反對而反對
幹你娘勒 搞三小爛東西

",1
1400,"操 光阻經驗跟做這種化合物有什麼關係
幹你娘 操你媽勒
幹 一直找不到MATCH的企業
幹你娘勒 什麼鳥拒絕理由啊
幹你娘 爛東西

",1
1401,"為什麼最強投手被挖了啦
幹 她媽的 你要富邦怎麼打球啦
幹你娘勒 季冠軍又沒了吧
幹你娘勒 好好留人很難嗎
幹 他媽的 打者又沒人可以練習了
幹你娘 這樣對整個大環境是好事嗎
幹 什麼鳥決定
幹

",1
1402,"
看到朋友的照片就會覺得好生羨慕
為什麼可以這麼幸運這麼幸福


家裡又有底不用自己在外面奮鬥



嗚嗚嗚




這種心態很無聊
但有時就會轉不過來


唉唉唉

",0
1403,"我這個人是這樣啦！
誰對我有利我就支持誰
就是所謂的有奶便是娘啦

蔡如果對我有利
我也是支持她啦！

本人無黨籍
OK?

今天韓當總統你的薪水就加倍
你還會不支持他嗎？

李姓勿站

",0
1404,"自己一個人要換藥特別煎熬...

然後隨便吃吃就先回來休息了...

等等洗完澡再換吧...

好想運動健身喔，再等一個禮拜吧...

幹



本文不歡迎老人或鬧版者推文喔，還有下面愛滴也不歡迎
本文禁止下列ID以回文、引用、推文、噓文、箭頭或任何形式回覆：
WWWWW831、joblee、l943、a00kuos、a000D00000、Candy99、Angelbaby8、iPhone9、CCmiss、gogni、lalagljoe、a231756、iaiagijoe、laiagijoe、xQQx、nnnlllnnn、osex、gogiu、woooow、hateoans、sayc、soya、sayu、l937、BMWX9、xQQx、II1lOO00
",0
1405,"
幹拎老師嘞

我都花一把五百買神之刃了

不是說360度旋轉嗎

為什麼還會刮到流血



















好吧我的臉應該很嫩A_A


",0
1406,"
講惹1個小時

幹

超久的

雞掰

口乾舌燥

",0
1407,"
差了十萬八千里在那凹凹凹凹

你當在凹咖AAAAAAAAAAAA嗎





°^°^°^°^°^°^°^°^°^°^°^°^°^°^°^°^°^°^


本文禁止 下列ID以回文、引用、推文、噓文、箭頭或任何形式回覆：iLeyaSin365


°^°^°^°^°^°^°^°^°^°^°^°^°^°^°^°^°^°^


94song la 阿謀係咩安抓
敢引言罵怎麼不敢承認
一直在那鬼打牆什麼
是不是有點久所以健忘了
還是文章刪了當放屁一樣



一直在那邊自以為幽默留言很厲害嗎

怎麼還會忘了人身攻擊我兩次啊不9好棒棒




自以為的視野真的很可撥欸

一直在那不會讀空氣硬要來亂

怪我囉？怪我囉？怪我囉？

哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈

剛剛出門風好大是暴風雨前夕喔幹


剛好放假放到下禮拜 可以上來瘋狂發哈哈哈哈哈哈哈哈就是開心


看我不慣不要看嘛

幹嘛一直來刻意留一些不達不七的
傻眼翻翻喔

",0
1408,"
==
不是吧

人給我搞失蹤

三小

我不想做報告
好煩

但剩我了 ㄏㄏ

",0
1409,"
「櫻島麻衣」到貨一個月了

幹

到貨不用傳簡訊膩

雞掰

都一個月惹

才打電話給我

肏

阿簡訊連一封都沒收到

怎麼做事的

肏你媽

",0
1410,"
下班出去還秒下雨

連加個油都感覺有人在罵我= =

https://i.imgur.com/g9OTgap.jpg

小姐：87喔

",0
1411,"就印個圖而已 很難嗎

又不是叫你解檔案

還要轉寄到我這裡來幫你印好送過去

假賽啦

明明你們辦公室也有影印機

東西都不在你們自己那裏印

硬要傳過來

當我很閒喔幹!!!!!!!!!!



是真的很閒沒錯啦嗚嗚嗚

",0
1412,"幹

月經來

肚子餓

超不爽

幹幹幹

都幾點了
",0
1413,"拐杖又拿出來使
嗚嗚
好可憐

一定是最近都沒睡好
唉
憂心國事
吃芒果乾



",0
1414,"
幹，

一回房間就是 32.9 度

是要逼死誰

不趕快開冷氣真的會死人

鄉民認同請點幹及分享

",0
1415,"
幹

廢物

肏你媽雞掰

幹

肏

共殺小

共殺小

廢物

快滾好嗎

到底有沒有要花錢

肏

",1
1416,"
覺得自己什麼都做不好。

連這種東西都無法看顧好。

好險後來找到了。

好想哭。

但不可以的。

周圍都是人。

於是，我開始想吐了。






",0
1417,"
但不斷發現這樣令人厭惡的我。

然後被茫然的無力感包圍。



就算自我厭惡，也不知道該怎麼變好。



",0
1418,"
但惡意總是特別容易出現。



不知道還要在醫院待多久？

不知道還能做什麼？




",0
1419,"
昨天跑步

我發覺一件事

幹

坦白講 我喜歡這種大太陽的天氣

當天氣再熱... 或是我的體感溫度更高時

我只能 慢慢跑 等流夠多汗時 我才能加速

WHY?

提升到 跑到喘 身體會發熱

加上熱天氣 幹

跑步時 內外夾攻 真的 不太好受... 熱到 連臉都感覺燙燙的

危險啦

還是先慢慢跑 之外再加速...幹...夏天不是我的主場

然後...

我對什麼 世界 BEST 或是創立 NEW SCHOOL沒興趣

WHY?

我說過了

幹

今天我要追H 當然不是學那些宮廟 沉醉在自己的世界

提升社經地位

很實際的

好...

真的要世界 BEST 或是搞NEW SCHOOL時

我要收集資訊 古今中外 所有作品 研究 所謂他們的好

還要去問 文學教授

幹....

我白痴嗎? 搞完之後 我頭髮早白了吧

我說過了

就是為了 爽 發洩情緒 把我的世界 真正的我描繪出來而已

就是看到鋼彈 只是 我的鼓棒是嘴巴而已

幹

但是呢 講得比做得好聽

如果今天 學他們一樣 拜拜 就行了的話 我也想啊

但是呢

放屁啦

幹

大工程 超級大工程啦 以年數計的吶 不是月吶

幹

",0
1420,"
是整包...

也不是覺得它好吃

就是懷念吧

可是買不到了哈哈哈

連官網都沒看到 應該就是沒有了吧

唉...

",0
1421,"幹幹幹幹幹幹幹
停殺小電啦
我的車還停在裡面阿阿阿阿阿阿阿阿阿


想到今天上班同事還在問要不要加班
我還在那嘴砲說
6月第一天就加班，實在太不吉利惹

嘴歸嘴
還是很奴的加了一小
結果一到地下室門口，打開鐵捲門
他媽開沒2秒就停了
裡面一片黑漆漆

幹幹幹幹幹幹幹幹幹幹幹幹幹幹
幹你媽的停電啦
越想越幹
幹幹幹幹幹幹幹幹幹幹幹幹幹幹
幹幹幹幹幹幹阿阿幹幹幹幹幹幹安幹幹
幹幹幹幹幹幹幹阿幹幹幹幹幹暗暗幹幹

崩潰



",0
1422,"嗡嗡嗡 大家一起來做工

欸等等這個好像是蜜蜂的聲音

那蒼蠅也是嗡嗡嗡嗎



是說

聽說有勇者從頭聽到尾

請收下我的膝蓋

兩位先烈




",0
1423,"上麻藥聊個天等藥效發作

夾子搖一搖就下來

比起拔之前的水平智齒真是一片蛋糕


消夜來吃個鈣片希望骨頭能長出來

之後如果植牙可以便宜一點QQ


幹

忘了問醫生能不能喝兩杯

",0
1424,"本文禁止下列ID以回文、引用、推文、噓文、箭頭或任何形式回覆：
WWWWW831、joblee、l943、a00kuos、a000D00000、Candy99、Angelbaby8、iPhone9、CCm
iss、gogni、lalagljoe、a231756、iaiagijoe、laiagijoe、xQQx、nnnlllnnn、osex、g
ogiu、woooow、hateoans、sayc、soya、sayu、l937、BMWX9、xQQx、II1lOO00



笑死

幾千次喔

都沒講我文章被複製多少次在別板回覆多少次



啊不就很可憐

",0
1425,"犯錯就算是很愚蠢很變態的錯
只要改過自新換個角度想
不是就沒事了嗎
為什麼要糾結呢
幾個人的看法真的那麼重要嗎
如果我每被說一次就玻璃心碎一次
我現在早就碎成渣了喇
一直停留在過去 不累嗎


雖然
我已經很渣了
嘻嘻

",0
1426,"
帶點透明的米白色慢慢變成沒有生命力的象牙白

好像是目睹著自己死去的現場一樣


",0
1427,"靠邀超大一塊瘀青
前兩天才發現
但完全不記得有撞到啊
還不止一個人弄到

幹
為什麼牛排店裡面有大腸包小腸
還附兩個湯
啥鬼

",0
1428,"肏

我剛來的舊文!!!

搞什麼

8萬多的文章數兩年前的文章都只有某個ID的M文


幹


",0
1429,"
對話0
溝通0
進度0
報告0
簡報0

完成0
一堆0

",0
1430,"
剛剛一搜尋林北的廢文真是多到爆炸
我先放我手機裡面有的好了

幹
特地引述回我的文說我只會吃是怎樣？？？？

合夥公司做餐廳生意的每天就是類似市調有什麼問題嗎
https://i.imgur.com/f69R0Dz.jpg




是怎樣怕版規還是怕被檢舉特地引言引戰？我才要轉錄去檢舉就刪文

https://i.imgur.com/FysDffe.jpg

來我在跟別人推文
來亂什麼

無謂的噓文 無聊的挑起戰爭的不知道是誰
https://i.imgur.com/2ySgL4D.jpg

我可是從那次誤闖跑去某人的文哈哈哈大概是過年的時候吧
之後就根本沒再去__講幹話不知道是誰像個嗡嗡嗡一樣 覺得 自己被罵的感覺就開始亂入

https://i.imgur.com/JS2FbW0.jpg

抱歉我還真的有日本人的媽媽
我外公外婆也都講日文


覺得好玩不傷大雅的字句可能對我來說就是他媽的一種不舒服


最後因為文章八百多篇包含特地回文的文章雖然不是引言都有看到我懶得找

其他有做什麼沒做什麼那是你的事
乾我鳥毛
我今天公司跟員工一堆噁心的人我他媽的不能上來黑特是吧


今天要一直來亂回我文甚至扯到我覺得可大可小的問題

我是不喜歡容忍啦



°^°^°^°^°^°^°^°^°^°^°^°^°^°^°^°^°^°^


本文禁止 下列ID以回文、引用、推文、噓文、箭頭或任何形式回覆：iLeyaSin365


°^°^°^°^°^°^°^°^°^°^°^°^°^°^°^°^°^°^


不要亂回好嗎

自以為喔

然後啦一直在那跳針人家有跟誰說什麼

問題是私下根本沒往來的人是要說啥洨

自己有鬼才會天天喊鬼抓人


不然是在疑神疑鬼什麼笑話

今天就單純［胖子］跟［日本人］兩個單字爆炸啦


",0
1431,"
   幹幹幹幹幹幹幹幹幹幹幹幹幹幹   EV 和 NORD VPN 今天晚上開始都翻牆失效！！

   太誇張了！我終於第一次見識到全世界最大的4G區域網路！！！！！！

   操！ 明年六月後回台灣，有人敢在我面前，說支持跟中共統一！我一定打死他！





",0
1432,"


今天帶相機出門拍拍

然後，背帶的固定用塑膠環就裂了。

大概是塞太緊了吧嗚嗚嗚嗚嗚嗚


我要來找新背帶了幹幹

用不到一星期啊啊啊啊啊啊啊

崩潰

",0
1433,"ㄘ我履歷表啦！

應徵樓下7-11已讀
應徵活動人員被已讀
應徵行政被已讀
應徵房務被拒絕

我要排擠這個世界。
ヾ(;ﾟ;Д;ﾟ;)ﾉﾞ

",0
1434,"哈哈哈
難怪 好康 就是沒逆們家的份
還以為用騙的就能騙人去工作勒
難怪 只有 塞缺屎缺 才會調逆們家去
.呸.呸.呸.

",0
1435,"WWWWW831、joblee、l943、a00kuos、a000D00000、Candy99、Angelbaby8、iPhone9、CCm
iss、gogni、lalagljoe、a231756、iaiagijoe、laiagijoe、xQQx、nnnlllnnn、osex、g
ogiu、woooow、hateoans、sayc、soya、sayu、l937、BMWX9、xQQx、II1lOO00





https://www.ptt.cc/bbs/Violation/M.1500567484.A.313.html


都在這啊，還不噁？

只是都沒被判成就是

但一樣噁到有剩

愛我？親我？WTF？


看來從頭到尾我也沒講錯啊

",0
1436,"
一中修眉車漲價了欸


而且我發現我被騙了555

扯

",0
1437,"自己的事情不會自己去做嗎
一隻母豬以為自己以為是公主
你他媽的不會照照鏡子自己是哪副德行
你的工作憑什麼要我幫你完成
你他媽的真丟臉都做幾年了
真可憐

",1
1438,"
真的超恐怖

為何會這樣

幹可以出去外面工作接觸人群嗎？

一群廢物

根本就是高危險族群

雞掰

那個老爸殺40歲兒子的新聞

真的滿屌的誒

我是覺得老爸也已經盡到該有的責任了啦

畢竟放出來說不定一個不爽

那個隨機殺人的事件可能又會發生

給老爸一個respect

",1
1439,"又開始在街上亂竄了
而且說真的
我這一輩子還沒學會能在瞬間分辨是蟑螂還是落葉的技巧
有時候以為都是落葉
結果正走過去的時候突然就動了
有時候懷疑是蟑螂
看了老半天結果是落葉
現在聽到什麼拍打聲都開始懷疑是不是蟑螂
如果聲音從窗外傳來就會覺得是不是蟑螂爬上來了
如果是室內傳來就會覺得是不是從下水道鑽進來了
然後看到有人坐在街邊的椅子上
就會覺得他們怎麼都不怕蟑螂突然爬過去
當我在打這篇文的時候說不定背後就有蟑螂經過..

",0
1440,"呸
吃檳榔滿嘴紅督督,能說啥好話
呸,還啥叫會計算錢算給倪勒
呸,還借啥車,借個機車不用油錢不會損耗喔
看吧,撞壞了就喬一喬繼續騙倪,等倪下次撞壞就要自己LP夾著去換了吧
不然,靠,機車雖然是塑膠殼,有那麼容易撞壞 撞 裂 開 喔
還不是 早 就 裂 開 了,等倪下次撞到就更裂開
不然那有倪撞到時,機車也沒倒車也不快,那會車殼就裂開

還想配啥吃檳榔還借人機車爽死別人騎壞倪的車勒
一看就知道不會多好
還想介紹啥工作報啥工作來給倪
呸,有個P錢,就修死倪的機車了吧
還想騙個PP,呸

",0
1441,"去重打耳洞


說真的好厲害唷


前面的洞可以對準就算了
後面也是對準欸


太強了吧哈哈哈




",0
1442,"
我也很想跟你們去台中玩R

難得有機會好朋友出去


槓 可是這個月工作量很大



為什麼總是在這種工作量大的時候大家才有空 幹

",0
1443,"
神士官長又要我更加進化了啊

幹...

要買 高級辭典 來強化了

看看

我就知道

用奇摩就是偷機行為

要紮紮實實地變強

幹...~""~

哈

每次都是這樣子 每次 都有進化時 上面 又會安排更難的關卡

幹他媽的 美國牧師超準


",0
1444,"好想喝珍奶

可是上星期喝三杯了

而且我在減肥

越減越肥 = =



試聽的國中小妹

不知道到底有沒有聽懂我教的

希望我沒有誤人子弟QQ


",0
1445,"週二又在家被送點數
幹拎老蘇

",0
1446,"又亂了
奇怪耶
我這邊都不會
一兩個月都沒事平平整整
你的一天就...
懶得用
腰痛
眼不見心不煩




",0
1447,": 決定要幫她消滅蟑螂
: 我很怕蟑螂
: 為了正妹  別說蟑螂了
: 連蚯蚓都不怕了
: 而且還能幫妳溜狗
: 一人牽一隻散步
: 畫面多浪漫溫馨
: 馬的  小強  真的很擊敗

-

幹

會飛的小強超噁

還記得當兵時

在講話

經過伙房時

一隻小強飛進嘴巴

操他嗎的

超噁

真的有陰影

",0
1448,"2. 習慣把黑特輕鬆發文的人不滿開始噓
3. 我覺得很有惡意開始還擊
4. 跟勾斯故做恐怖組嚇， 被檢舉
5. 被哭歪說孤老終身，開始騷擾她
6. 後來因為在黑特徵友犯版規被金屁提點版主被桶
7.後二月中止發文直到暑假
(日盡事件略)
8.之間常被人群聚時嘲諷
9.原帳號因日盡事件無法使用。

10.2017年末2018年初開始新帳號，秉持和平共處心態。
11. 後來又被金p識破，一樣告知大家暗示嘲諷。
12.2018，8月底有女友。之後常抱怨女友的問題，金p常暗指妄想。
13.閃亮男孩2018年末開始頻繁駐版，入圈，經被人告知過往2/07那天開始文中藏頭神經
病沒藥救噁心等語開始也加入嘲諷行列。
14. 閃亮男孩目前為止護航幫手。


我承認我有錯
我也有試著改過
換了帳號 我有像以前那樣嗎？
試問那些攻訐過我的人
你們這樣做難道都對嗎!
重點是哪個是無端受到我的謾罵的?
我自己憑良心講，沒有。


",0
1449,"
好想下班

剛在實驗室

尻了一槍

希望沒人看到

嘻嘻


",0
1450,"又要回家了
幹拎老蘇
糾謀聊

",0
1451,"真的很邪惡
很甜很脆很好吃
滿足我螞蟻的嘴
一片又一片
幹
24片一下就沒了

還不如把錢拿來買粽子
油飯也可以
嗚嗚
好想吃肉圓
幹
肥死了

下午發生什麼事
黑特是非多

阿彌陀佛



",0
1452,"
今天晚餐又試了上次吃了烙賽的那間滷味

幹!!!

真的不能試!!!!

QQ

",0
1453,"
可以不要歧視邊緣人嗎？

到底是殺小

有掛分好嗎？

幹

好歹

我也是常駐板友吧？

大家一起有愛

好嗎？

答應我

幹

有八卦分喔

肏

",0
1454,"
靠邀 好難玩

嗚嗚

雷爆了 最不會玩這種腳色惹

害慘隊友惹

機掰欸

嗚嗚

",0
1455,"原廠行車紀錄器
是要弄幾次
幹拎老蘇
退錢啦

",0
